Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,.SPX,.VIX,SPY,EUR=,XAU=,GDX,GLD
2014-01-01,,,,,,,,,1.3752,1205.29,,
2014-01-02,19.7546231025,37.16,25.79,19.8985,176.89,1831.98,14.23,182.92,1.367,1224.51,22.03,118.0
2014-01-03,19.320694965,36.91,25.78,19.822000000000003,178.15,1831.37,13.76,182.885,1.3587,1236.16,21.83,119.29
2014-01-06,19.4260520025,36.13,25.46,19.6815,179.37,1826.77,13.55,182.36,1.3627,1237.59,21.93,119.5
2014-01-07,19.287034284375004,36.41,25.585,19.9015,178.29,1837.88,12.92,183.48,1.3615,1231.49,21.97,118.82
2014-01-08,19.409266305000003,35.76,25.43,20.096000000000004,178.44,1837.49,12.87,183.52,1.3574,1225.71,21.61,118.12
2014-01-09,19.16137369575,35.53,25.31,20.0505,177.4,1838.13,12.89,183.64,1.3606,1227.49,21.27,118.46
2014-01-10,19.033552395000005,36.04,25.53,19.883000000000003,178.39,1842.37,12.14,184.14,1.3667,1246.7,22.01,120.26
2014-01-13,19.1331951525,34.98,25.5,19.549000000000003,175.88,1819.2,13.28,181.685,1.3671,1253.06,22.65,121.02
2014-01-14,19.5139090575,35.78,26.51,19.877,176.6,1838.88,12.28,183.67,1.3679,1244.71,22.1,119.89
2014-01-15,19.905694380000003,36.76,26.67,19.7935,178.75,1848.38,12.28,184.66,1.3603,1241.36,22.39,119.66
2014-01-16,19.7946230625,36.89,26.54,19.790000000000003,175.17,1845.89,12.53,184.42,1.3619,1242.1,22.62,119.79
2014-01-17,19.3096235475,36.38,25.85,19.980500000000003,176.28,1838.7,12.44,183.635,1.3539,1253.33,23.33,120.93
2014-01-20,,,,,,,,,1.355,1253.19,,
2014-01-21,19.609623247500004,36.17,25.59,20.352500000000003,173.2,1843.8,12.87,184.18,1.3559,1241.11,23.7,119.7
2014-01-22,19.6967660175,35.93,25.31,20.227000000000004,173.68,1844.86,12.84,184.3,1.3546,1236.05,23.09,119.19
2014-01-23,19.863551565,36.055,25.13,19.9935,170.75,1828.46,13.77,182.79,1.3694,1263.95,23.72,121.79
2014-01-24,19.5024804975,36.805,24.81,19.380000000000003,167.64,1790.29,18.14,178.89,1.3675,1268.64,23.67,122.29
2014-01-27,19.660694625,36.03,24.72,19.314,164.69,1781.56,17.42,178.01,1.367,1256.6,22.89,120.96
2014-01-28,18.089267625,36.27,24.9,19.7215,166.25,1792.5,15.8,179.07,1.3668,1256.09,23.4,120.95
2014-01-29,17.883910687500002,36.66,24.68,19.21,163.9,1774.2,17.35,177.35,1.3662,1267.79,24.01,122.47
2014-01-30,17.8493392935,36.86,24.74,20.1505,165.84,1794.19,17.29,179.23,1.3555,1243.25,23.49,119.77
2014-01-31,17.878553550000003,37.84,24.54,17.9345,164.12,1782.59,18.41,178.18,1.3485,1243.19,23.48,120.09
2014-02-03,17.9117678025,36.48,23.95,17.3075,159.82,1741.89,21.44,174.17,1.3524,1257.2,23.3,121.32
2014-02-04,18.1710532575,36.35,23.82,17.3975,161.76,1755.2,19.11,175.385,1.3518,1254.52,23.59,120.99
2014-02-05,18.306767407500004,35.82,23.52,17.3225,160.42,1751.64,19.95,175.17,1.3532,1257.54,23.21,121.29
2014-02-06,18.3039102675,36.18,23.99,17.729499999999998,161.75,1773.43,17.23,177.48,1.3588,1257.26,23.19,121.24
2014-02-07,18.55998144,36.56,24.205,18.054,161.93,1797.02,15.29,179.68,1.3633,1266.58,23.91,122.17
2014-02-10,18.892481107500004,36.8,24.29,18.0435,161.0,1799.84,15.26,180.01,1.3644,1274.29,24.7,122.92
2014-02-11,19.141409430000003,37.175,24.47,18.0895,164.39,1819.75,14.51,181.98,1.3636,1291.46,25.65,124.36
2014-02-12,19.13998086,37.47,24.55,17.462500000000002,163.5,1819.26,14.3,182.07,1.3592,1290.64,24.77,124.43
2014-02-13,19.4439091275,37.61,24.7,17.86,164.06,1829.83,14.14,183.01,1.3679,1302.3,25.87,125.49
2014-02-14,19.428194857500003,37.62,24.755,17.867500000000003,163.72,1838.63,13.57,184.02,1.369,1318.5,26.35,127.15
2014-02-17,,,,,,,,,1.3706,1328.49,,
2014-02-18,19.499623357500003,37.42,24.76,17.6825,164.65,1840.76,13.87,184.24,1.3757,1320.99,26.46,127.4
2014-02-19,19.1917665225,37.51,24.5,17.369,163.26,1828.75,15.5,183.02,1.3732,1311.32,25.63,126.27
2014-02-20,18.9696238875,37.75,24.74,17.490000000000002,164.5,1839.78,14.79,184.1,1.3718,1322.51,26.67,127.6
2014-02-21,18.7589098125,37.98,24.42,17.338,164.5,1836.25,14.68,183.89,1.3737,1323.01,26.53,127.58
2014-02-24,18.8410525875,37.69,24.63,17.589,166.54,1847.61,14.23,184.91,1.3734,1336.6,26.7,128.99
2014-02-25,18.644981355,37.54,24.62,17.916,163.48,1845.12,13.67,184.84,1.3745,1340.14,26.33,129.21
2014-02-26,18.4767672375,37.47,24.8,17.990000000000002,162.8,1845.16,14.35,184.85,1.3687,1330.7,26.05,128.11
2014-02-27,18.8453382975,37.86,24.76,18.0065,165.38,1854.29,14.04,185.82,1.3708,1331.06,25.97,128.2
2014-02-28,18.79426692,38.31,24.76,18.105,166.45,1859.45,14.0,186.29,1.3802,1325.79,25.88,127.62
2014-03-03,18.84855258,37.78,24.5,17.989,164.74,1845.73,16.0,184.98,1.3734,1350.29,26.3,130.29
2014-03-04,18.972838170000003,38.41,24.61,18.195,168.73,1873.91,14.1,187.58,1.3742,1334.5,26.1,128.68
2014-03-05,19.01283813,38.11,24.5,18.6185,171.9,1873.81,13.89,187.75,1.3732,1337.01,26.5,128.89
2014-03-06,18.9553381875,38.15,24.63,18.608,172.6,1877.03,14.21,188.18,1.3858,1350.74,26.79,130.17
2014-03-07,18.94426677,37.9,24.64,18.603,174.26,1878.04,14.11,188.26,1.3876,1339.85,26.18,129.09
2014-03-10,18.96140961,37.82,24.84,18.5265,173.51,1877.17,14.2,188.16,1.3876,1338.54,25.97,129.13
2014-03-11,19.1460522825,38.02,24.73,18.441,169.89,1867.63,14.8,187.23,1.3859,1349.34,26.13,129.86
2014-03-12,19.1646236925,38.27,24.76,18.532,169.72,1868.2,14.47,187.28,1.3903,1366.58,26.92,131.76
2014-03-13,18.9517667625,37.89,24.57,18.5755,166.7,1846.34,16.22,185.18,1.3868,1369.99,27.63,132.21
2014-03-14,18.738909832500003,37.7,24.5,18.687,165.35,1841.13,17.82,184.66,1.3914,1381.74,27.73,133.1
2014-03-17,18.812124045,38.05,24.7,18.752,166.84,1858.83,15.64,186.33,1.392,1366.34,26.8,131.64
2014-03-18,18.97855245,39.55,24.82,18.9385,168.09,1872.25,14.52,187.66,1.3933,1355.64,26.43,130.62
2014-03-19,18.973552455,39.27,25.02,18.6615,168.18,1860.77,15.12,186.66,1.3832,1330.84,25.44,128.09
2014-03-20,18.882123975000003,40.33,25.425,18.448500000000003,169.22,1872.01,14.52,187.747,1.3778,1327.89,25.47,127.86
2014-03-21,19.0310523975,40.16,25.17,18.031,166.95,1866.52,15.0,186.2,1.3791,1333.94,25.52,128.47
2014-03-24,19.256766457500003,40.5,25.12,17.5925,165.72,1857.44,15.09,185.43,1.3838,1309.12,24.325,126.18
2014-03-25,19.4639091075,40.34,25.46,17.7355,163.25,1865.62,14.02,186.31,1.3825,1310.44,24.48,126.41
2014-03-26,19.277837865,39.79,25.3772,17.1705,161.73,1852.56,14.93,184.97,1.3781,1303.49,23.49,125.41
2014-03-27,19.194980805000004,39.36,25.31,16.9235,162.29,1849.04,14.62,184.58,1.3739,1290.64,23.82,124.59
2014-03-28,19.173552255,40.3,25.62,16.9145,162.3,1857.62,14.41,185.49,1.3752,1293.5,24.1,124.56
2014-03-31,19.169266545000003,40.99,25.814,16.818250000000003,163.85,1872.34,13.88,187.01,1.377,1283.64,23.605,123.61
2014-04-01,19.3446235125,41.42,25.99,17.1495,165.92,1885.52,13.1,188.25,1.3792,1279.0,23.69,123.39
2014-04-02,19.3767663375,41.35,25.89,17.098,167.27,1890.9,13.09,188.88,1.3766,1289.19,24.32,124.32
2014-04-03,19.2424807575,41.01,26.41,16.681,166.09,1888.77,13.37,188.63,1.3718,1287.0,24.07,123.92
2014-04-04,18.993552435000005,39.87,26.16,16.150000000000002,163.24,1865.09,13.96,186.4,1.3702,1302.12,24.26,125.57
2014-04-07,18.695338447500003,39.8,26.485,15.888,158.56,1845.04,15.57,184.34,1.374,1296.04,24.26,124.91
2014-04-08,18.694267020000005,39.82,26.91,16.3535,156.56,1851.96,14.89,185.1,1.3794,1308.22,24.88,126.09
2014-04-09,18.939981060000004,40.47,26.98,16.59025,158.16,1872.18,13.82,187.09,1.3855,1311.4,25.07,126.32
2014-04-10,18.695695590000003,39.36,26.425,15.8555,155.98,1833.08,15.89,183.155,1.3887,1318.42,24.57,127.01
2014-04-11,18.5574814425,39.209,26.1799,15.5865,152.72,1815.69,17.03,181.51,1.3883,1317.97,24.22,126.93
2014-04-14,18.63140994,39.18,26.56,15.795500000000002,154.74,1830.61,16.11,182.9401,1.3818,1326.1,24.52,127.85
2014-04-15,18.498549358575,39.75,26.77,15.804,154.92,1842.98,15.61,184.2,1.3812,1302.04,24.02,125.49
2014-04-16,18.536052892500003,40.4,26.93,16.184,157.22,1862.31,14.18,186.125,1.3814,1302.4,23.8,125.54
2014-04-17,18.747838395,40.01,27.04,16.245500000000003,157.44,1864.85,13.36,186.39,1.3814,1294.35,23.57,124.75
2014-04-18,,,,,,,,,1.3813,1293.65,,
2014-04-21,18.9703381725,39.94,26.95,16.5435,157.8,1871.89,13.25,187.04,1.3791,1289.54,23.51,124.24
2014-04-22,18.98923101075,39.99,26.84,16.466,160.46,1879.55,13.19,187.89,1.3803,1283.0,23.79,123.78
2014-04-23,18.7410526875,39.69,26.75,16.229,160.45,1875.39,13.27,187.45,1.3816,1283.29,24.27,123.76
2014-04-24,20.2774797225,39.86,26.75,16.857499999999998,160.85,1878.61,13.32,187.83,1.383,1293.24,23.935,124.56
2014-04-25,20.426408145000003,39.91,26.26,15.1915,158.24,1863.4,14.06,186.29,1.3831,1302.84,24.46,125.43
2014-04-28,21.2174787825,40.87,26.33,14.829,156.54,1869.43,13.97,186.875,1.3849,1295.6,23.99,124.88
2014-04-29,21.1546217025,40.51,26.48,15.019,158.24,1878.33,13.71,187.75,1.3811,1295.98,24.31,124.86
2014-04-30,21.074621782500003,40.4,26.69,15.2065,159.82,1883.95,13.41,188.31,1.3866,1291.29,24.11,124.22
2014-05-01,21.124264590000003,40.0,26.45,15.3945,160.37,1883.68,13.25,188.325,1.3869,1283.49,23.79,123.8
2014-05-02,21.163550265000005,39.69,26.41,15.4005,158.88,1881.14,12.91,188.06,1.387,1299.82,24.32,125.06
2014-05-05,21.46283568,39.43,26.17,15.5025,156.35,1884.66,13.29,188.42,1.3874,1309.5,24.41,126.22
2014-05-06,21.2289073425,39.06,26.2,14.869,154.54,1867.72,13.8,186.78,1.3927,1307.04,24.28,125.98
2014-05-07,21.1546217025,39.425,26.37,14.6355,155.52,1878.21,13.4,187.88,1.391,1288.94,23.81,124.17
2014-05-08,20.999621857500003,39.64,26.34,14.416,157.4,1875.63,13.43,187.675,1.384,1289.0,23.77,124.17
2014-05-09,20.912211230625,39.54,26.3,14.612000000000002,157.2,1878.48,12.92,187.96,1.3757,1288.83,23.73,124.1
2014-05-12,21.172478827500004,39.97,26.37,15.143,159.55,1896.65,12.23,189.785,1.3756,1295.3,23.93,124.94
2014-05-13,21.205693080000003,40.42,26.45,15.232,160.28,1897.45,12.13,189.96,1.3702,1292.74,23.75,124.6
2014-05-14,21.2096216475,40.24,26.33,14.881,159.45,1888.53,12.17,189.06,1.3714,1305.0,24.01,125.81
2014-05-15,21.029264685000005,39.6,26.01,14.7595,156.64,1870.85,13.17,187.4,1.371,1296.0,23.62,124.77
2014-05-16,21.339621517500003,39.83,25.82,14.885,156.43,1877.86,12.44,188.05,1.3692,1293.09,23.42,124.5
2014-05-19,21.592478407500003,39.75,26.04,14.83775,157.67,1885.08,12.42,188.74,1.3707,1291.6,23.41,124.58
2014-05-20,21.596764117500005,39.68,26.04,15.0595,156.35,1872.83,12.96,187.55,1.3702,1293.8,23.39,124.69
2014-05-21,21.6539069175,40.35,26.2,15.2505,159.35,1888.03,11.91,189.13,1.3686,1291.4,23.45,124.39
2014-05-22,21.6881925975,40.1,26.15,15.245500000000002,159.85,1892.49,12.03,189.59,1.3654,1293.5,23.39,124.67
2014-05-23,21.9331923525,40.12,26.289,15.612000000000002,160.16,1900.53,11.36,190.35,1.3633,1292.61,23.31,124.51
2014-05-26,,,,,,,,,1.3645,1292.74,,
2014-05-27,22.343906227500003,40.19,26.71,15.541,161.77,1911.91,11.51,191.52,1.3632,1263.39,22.41,121.85
2014-05-28,22.2860491425,40.01,26.88,15.508000000000004,161.19,1909.78,11.68,191.38,1.3589,1258.14,22.04,121.2
2014-05-29,22.692120165,40.34,26.96,15.689,160.74,1920.03,11.57,192.37,1.3601,1255.6,22.24,120.94
2014-05-30,22.60712025,40.94,27.32,15.6275,159.81,1923.57,11.4,192.68,1.363,1250.69,22.5,120.43
2014-06-02,22.4517632625,40.79,27.26,15.442,160.03,1924.97,11.58,192.895,1.3594,1244.0,22.29,119.7
2014-06-03,22.769262945,40.29,27.66,15.3595,161.8,1924.24,11.87,192.8,1.3627,1244.2,22.37,120.01
2014-06-04,23.029262685000003,40.32,27.6,15.339,162.39,1927.88,12.08,193.19,1.3598,1242.8,22.28,119.76
2014-06-05,23.119619737500003,41.21,27.66,16.1785,162.58,1940.46,11.68,194.45,1.3658,1253.29,22.65,120.66
2014-06-06,23.056048372500005,41.48,28.17,16.483500000000003,166.19,1949.44,10.73,195.375,1.3641,1252.23,22.64,120.61
2014-06-09,23.425,41.27,27.91,16.375,166.0,1951.27,11.15,195.58,1.3592,1251.58,22.55,120.65
2014-06-10,23.5625,41.11,28.24,16.620500000000003,166.36,1950.79,10.99,195.6,1.3547,1260.49,23.03,121.39
2014-06-11,23.465,40.86,27.93,16.76,165.43,1943.89,11.6,194.92,1.3532,1260.24,23.41,121.41
2014-06-12,23.0725,40.58,27.96,16.2955,165.96,1930.11,12.56,193.54,1.3551,1272.86,24.03,122.64
2014-06-13,22.82,41.23,29.87,16.3135,165.89,1936.16,12.18,194.13,1.3542,1276.5,24.11,122.96
2014-06-16,23.05,41.5,30.01,16.381,165.85,1937.78,12.65,194.29,1.3573,1271.29,23.98,122.42
2014-06-17,23.02,41.68,29.95,16.281000000000002,168.22,1941.99,12.06,194.83,1.3545,1271.19,24.12,122.28
2014-06-18,23.045,41.65,29.93,16.719,169.86,1956.98,10.61,196.255,1.3595,1277.5,24.76,122.67
2014-06-19,22.965,41.51,30.09,16.35,169.73,1959.48,10.62,196.48,1.3608,1319.7,26.09,126.94
2014-06-20,22.7275,41.68,30.2,16.21,169.84,1962.87,10.85,195.94,1.3599,1314.32,25.82,126.5
2014-06-23,22.7075,41.99,30.23,16.362000000000002,170.24,1962.61,10.98,195.88,1.3603,1317.79,26.27,126.85
2014-06-24,22.57,41.745,30.5,16.208000000000002,168.23,1949.98,12.13,194.7,1.3605,1317.6,25.47,126.98
2014-06-25,22.59,42.03,30.88,16.372,168.38,1959.53,11.59,195.58,1.3629,1319.0,25.76,126.99
2014-06-26,22.725,41.72,30.78,16.2845,168.01,1957.22,11.63,195.44,1.3611,1317.6,25.95,126.73
2014-06-27,22.995,42.25,30.93,16.2285,166.78,1960.96,11.26,195.82,1.3647,1315.04,25.98,126.66
2014-06-30,23.2325,41.7,30.9,16.239,167.44,1960.23,11.57,195.72,1.3691,1327.19,26.45,128.04
2014-07-01,23.38,41.87,30.98,16.6195,166.81,1973.32,11.15,197.03,1.3679,1325.44,26.24,127.7
2014-07-02,23.37,41.9,30.98,16.642500000000002,166.89,1974.62,10.82,197.23,1.3659,1327.14,26.48,127.7
2014-07-03,23.5075,41.8,31.14,16.8746,169.46,1985.44,10.32,198.2,1.361,1319.49,26.5,127.16
2014-07-04,,,,,,,,,1.3593,1320.05,,
2014-07-07,23.992,41.99,31.03,16.677500000000002,167.78,1977.65,11.33,197.51,1.3604,1319.89,26.04,127.02
2014-07-08,23.8375,41.78,30.79,16.1905,164.91,1963.71,11.98,196.24,1.3611,1318.6,26.46,127.07
2014-07-09,23.8475,41.67,30.89,16.498500000000003,164.67,1972.83,11.65,197.12,1.3644,1325.6,27.15,127.84
2014-07-10,23.75875,41.685,31.26,16.396,163.42,1964.68,12.59,196.34,1.3609,1334.9,26.61,128.54
2014-07-11,23.805,42.09,31.25,17.31,164.8,1967.57,12.08,196.61,1.3608,1337.84,27.32,128.78
2014-07-14,24.1125,42.14,31.49,17.766000000000002,167.0,1977.1,11.82,197.6,1.3619,1306.84,26.598,125.72
2014-07-15,23.83,42.45,31.71,17.722,169.17,1973.28,11.96,197.23,1.3571,1294.1,25.78,124.53
2014-07-16,23.695,44.08,34.65,17.794999999999998,170.47,1981.57,11.0,197.96,1.3525,1298.87,26.28,124.97
2014-07-17,23.272475,44.53,33.7,17.622700000000002,170.14,1958.12,14.54,195.71,1.3526,1317.3,26.99,127.0899
2014-07-18,23.6075,44.69,33.7,17.933000000000003,171.47,1978.22,12.06,197.7099,1.3524,1310.59,26.9399,126.13
2014-07-21,23.48475,44.835,34.06,17.988,171.72,1973.63,12.81,197.34,1.3523,1311.59,26.9,126.34
2014-07-22,23.68,44.83,34.7901,18.042,175.02,1983.53,12.24,198.2,1.3464,1307.0,26.59,125.74
2014-07-23,24.2975,44.87,34.5,17.907,176.82,1987.01,11.52,198.64,1.3464,1303.84,26.49,125.62
2014-07-24,24.2575,44.4,34.25,17.930500000000002,176.26,1987.98,11.84,198.65,1.3463,1293.0,26.08,124.35
2014-07-25,24.41775,44.5,34.25,16.2005,175.4,1978.34,12.69,197.72,1.3429,1307.79,26.82,125.791
2014-07-28,24.755,43.97,34.23,16.020500000000002,175.95,1978.91,12.56,197.8,1.3439,1303.99,26.99,125.58
2014-07-29,24.595,43.885,34.19,16.0,175.54,1969.95,13.28,196.95,1.3409,1298.1,26.76,125.2
2014-07-30,24.5375,43.5785,34.35,16.1255,175.76,1970.07,13.33,196.98,1.3396,1294.7,26.47,124.83
2014-07-31,23.9,43.16,33.89,15.649500000000002,172.87,1930.67,16.95,193.09,1.3388,1282.09,25.91,123.39
2014-08-01,24.0325,42.86,33.745,15.353000000000002,170.25,1925.15,17.03,192.5,1.3429,1293.6,26.2,124.38
2014-08-04,23.8975,43.37,34.05,15.6825,171.69,1938.99,15.12,193.89,1.3421,1288.04,25.95,123.99
2014-08-05,23.78,43.08,32.82,15.616,169.42,1920.21,16.87,192.01,1.3375,1287.74,26.1,123.87
2014-08-06,23.74,42.74,32.845,15.6945,169.74,1920.24,16.37,192.07,1.3381,1305.99,26.689,125.67
2014-08-07,23.62,43.23,32.68,15.5725,169.1,1909.57,16.66,191.03,1.3362,1313.2,26.76,126.18
2014-08-08,23.685,43.2,32.6,15.840000000000002,172.26,1931.59,15.77,193.24,1.341,1309.34,26.78,126.19
2014-08-11,23.9975,43.2,33.02,15.9165,172.46,1936.92,14.23,193.795,1.3385,1307.84,26.97,125.96
2014-08-12,23.9925,43.52,33.13,15.966,172.33,1933.75,14.13,193.53,1.3369,1308.34,27.43,125.99
2014-08-13,24.31,44.08,34.1,16.314,172.37,1946.72,12.9,194.84,1.3364,1312.36,27.395,126.2
2014-08-14,24.375,44.27,33.94,16.6605,172.73,1955.18,12.42,195.76,1.3362,1312.74,27.13,126.31
2014-08-15,24.495,44.79,34.17,16.6815,171.9,1955.06,13.15,195.72,1.3398,1304.39,26.82,125.483
2014-08-18,24.79,45.11,34.41,16.726499999999998,174.55,1971.74,12.32,197.36,1.3362,1297.19,26.99,124.96
2014-08-19,25.1325,45.33,34.34,16.7565,173.96,1981.6,12.21,198.39,1.3319,1295.29,26.69,124.68
2014-08-20,25.1425,44.95,34.5,16.788999999999998,174.03,1986.51,11.78,198.92,1.3258,1291.94,26.66,124.22
2014-08-21,25.145,45.22,35.15,16.645500000000002,175.15,1992.37,11.76,199.5,1.3281,1276.99,26.07,122.88
2014-08-22,25.33,45.15,34.94,16.5795,175.47,1988.4,11.47,199.19,1.3242,1280.83,26.1,123.19
2014-08-25,25.385,45.17,34.81,16.701,177.87,1997.92,11.7,200.2,1.3191,1276.34,25.62,122.74
2014-08-26,25.22225,45.005,34.8,17.0915,177.9,2000.02,11.63,200.33,1.3167,1280.64,26.19,123.35
2014-08-27,25.5325,44.87,34.79,17.159000000000002,177.81,2000.12,11.78,200.25,1.3192,1282.45,26.11,123.3199
2014-08-28,25.5625,44.88,34.65,17.001,177.65,1996.74,12.05,200.14,1.3182,1289.74,26.46,124.0
2014-08-29,25.625,45.43,34.92,16.952,179.11,2003.37,11.98,200.71,1.3132,1287.07,26.69,123.86
2014-09-01,,,,,,,,,1.3127,1287.04,,
2014-09-02,25.825,45.09,34.57,17.119,179.77,2002.28,12.25,200.61,1.3131,1265.4,25.81,121.65
2014-09-03,24.735,44.96,34.57,16.95,179.6,2000.72,12.36,200.5,1.315,1268.57,25.7824,122.15
2014-09-04,24.53,45.26,34.905,17.2975,180.08,1997.65,12.64,200.2101,1.2944,1260.84,24.88,121.48
2014-09-05,24.7425,45.91,35.0,17.319,179.75,2007.71,12.09,201.11,1.295,1268.59,25.07,122.06
2014-09-08,24.59,46.47,35.33,17.117,180.11,2001.54,12.66,200.59,1.2896,1255.44,24.19,120.73
2014-09-09,24.4975,46.76,34.91,16.4875,177.4,1988.44,13.5,199.32,1.2935,1255.94,24.56,120.87
2014-09-10,25.25,46.84,35.02,16.5665,179.87,1995.69,12.88,200.07,1.2916,1248.4,24.1,120.26
2014-09-11,25.3575,47.0,35.02,16.526,181.0,1997.45,12.8,200.3,1.2925,1240.49,24.27,119.472
2014-09-12,25.415,46.695,34.62,16.5595,183.17,1985.54,13.31,199.13,1.2964,1228.13,23.88,118.38
2014-09-15,25.4075,46.24,34.54,16.1945,183.98,1984.13,14.12,198.981,1.294,1232.74,23.91,118.64
2014-09-16,25.215,46.76,34.93,16.388,184.04,1998.98,12.73,200.48,1.2959,1234.94,24.0,118.83
2014-09-17,25.395,46.52,34.98,16.2,184.82,2001.57,12.65,200.75,1.2865,1222.99,23.43,117.54
2014-09-18,25.4475,46.68,35.17,16.25,187.89,2011.36,12.03,201.82,1.2922,1225.19,23.13,117.78
2014-09-19,25.24,47.52,34.82,16.566,186.2,2010.4,12.11,200.7,1.2828,1216.19,22.66,117.09
2014-09-22,25.265,47.06,34.71,16.225,185.29,1994.29,13.69,199.15,1.2849,1214.69,22.18,116.85
2014-09-23,25.66,46.56,34.42,16.1815,185.09,1982.77,14.93,198.01,1.2845,1222.69,22.54,117.6
2014-09-24,25.4375,47.08,34.75,16.4105,187.81,1998.3,13.27,199.56,1.2779,1216.69,22.21,117.05
2014-09-25,24.4675,46.04,34.14,16.096500000000002,184.09,1965.99,15.64,196.34,1.2749,1222.44,22.35,117.39
2014-09-26,25.1875,46.41,34.26,16.1605,185.12,1982.85,14.85,197.9,1.2683,1219.01,21.98,117.06
2014-09-29,25.0275,46.44,34.9,16.091,183.83,1977.8,15.98,197.54,1.2684,1215.69,21.75,117.03
2014-09-30,25.1875,46.36,34.82,16.122,183.57,1972.29,16.31,197.02,1.2631,1208.74,21.357,116.21
2014-10-01,24.795,45.9,33.99,15.873,180.7,1946.16,16.71,194.35,1.2623,1213.39,21.4,116.77
2014-10-02,24.975,45.76,33.52,15.920500000000002,182.88,1946.17,16.16,194.38,1.2668,1213.3,21.62,116.74
2014-10-03,24.905,46.09,34.03,16.137,188.07,1967.9,14.55,196.52,1.2516,1190.7,20.63,114.61
2014-10-06,24.905,46.09,34.11,16.11,187.48,1964.82,15.46,196.29,1.2652,1206.65,21.16,116.03
2014-10-07,24.6875,45.53,33.47,15.849000000000002,183.8,1935.1,17.2,193.26,1.2668,1208.74,20.42,116.36
2014-10-08,25.2,46.78,34.27,16.135,186.64,1968.89,15.11,196.64,1.2733,1221.2,21.94,117.4701
2014-10-09,25.255,45.85,33.62,15.7685,181.27,1928.21,18.76,192.74,1.269,1223.75,21.22,117.64
2014-10-10,25.1825,44.03,31.91,15.5695,180.38,1906.13,21.24,190.54,1.2627,1222.98,20.77,117.59
2014-10-13,24.9525,43.65,31.47,15.3225,178.77,1874.74,24.64,187.4099,1.2752,1236.8,21.12,118.52
2014-10-14,24.6875,43.73,32.14,15.415500000000002,178.7,1877.7,22.79,187.7,1.2658,1232.35,21.37,118.59
2014-10-15,24.385,43.22,31.275,15.298500000000002,177.24,1862.49,26.25,186.43,1.2836,1240.57,21.45,118.99
2014-10-16,24.065,42.74,30.85,15.143,172.58,1862.76,25.2,186.27,1.2807,1238.7,21.36,119.22
2014-10-17,24.4175,43.63,31.38,15.182,176.91,1886.76,21.99,188.47,1.2761,1237.69,20.69,118.99
2014-10-20,24.94,44.08,31.58,15.3105,177.84,1904.01,18.57,190.3,1.2798,1246.1,21.2,119.8
2014-10-21,25.6175,44.88,32.61,15.7665,180.18,1941.28,16.08,194.07,1.2714,1249.14,21.1,120.02
2014-10-22,25.7475,44.38,32.27,15.648500000000002,176.83,1927.11,17.87,192.69,1.2648,1240.55,20.4399,119.34
2014-10-23,26.2075,45.02,32.69,15.659,180.06,1950.82,16.53,194.93,1.2644,1231.89,20.56,118.52
2014-10-24,26.305,46.13,33.18,14.353000000000002,183.35,1964.58,16.11,196.43,1.267,1230.96,20.47,118.35
2014-10-27,26.2775,45.91,33.2,14.498500000000002,183.91,1961.63,16.04,196.16,1.2697,1225.14,20.11,118.06
2014-10-28,26.685,46.49,33.74,14.7795,186.32,1985.05,14.39,198.41,1.2734,1227.7,20.53,118.1
2014-10-29,26.835,46.62,33.92,14.706,186.08,1982.3,15.15,198.11,1.2631,1211.54,19.64,116.41
2014-10-30,26.745,46.05,32.58,14.9535,186.97,1994.65,14.52,199.38,1.2612,1198.64,18.2,115.19
2014-10-31,27.0,46.95,34.01,15.273,189.99,2018.05,14.03,201.66,1.2524,1173.92,17.21,112.66
2014-11-03,27.35,47.44,34.31,15.286,190.83,2017.81,14.73,201.77,1.2482,1164.88,17.91,112.15
2014-11-04,27.15,47.57,34.54,15.1405,190.27,2012.1,14.89,201.07,1.2544,1167.9,17.21,112.22
2014-11-05,27.215,47.86,33.76,14.826,189.84,2023.57,14.17,202.34,1.2485,1141.1,16.59,109.79
2014-11-06,27.175,48.7,33.82,14.832,191.0,2031.21,13.67,203.15,1.2373,1140.9,17.21,109.88
2014-11-07,27.2525,48.68,33.58,14.993000000000002,190.71,2031.92,13.12,203.34,1.2452,1176.25,18.64,112.97
2014-11-10,27.2075,48.89,33.26,15.2555,191.8,2038.26,12.67,203.98,1.242,1150.13,17.45,110.46
2014-11-11,27.425,48.87,33.31,15.6005,191.88,2039.68,12.92,204.175,1.2474,1164.4,18.22,112.04
2014-11-12,27.8125,48.78,33.38,15.5755,190.18,2038.25,13.02,203.96,1.2438,1160.45,18.24,111.5
2014-11-13,28.205,49.61,33.68,15.824000000000002,190.24,2039.33,13.79,204.19,1.2475,1161.58,17.94,111.67
2014-11-14,28.545,49.58,33.95,16.391000000000002,189.98,2039.82,13.31,204.24,1.2521,1187.85,19.02,114.47
2014-11-17,28.4975,49.46,34.24,16.1525,189.93,2041.32,13.99,204.37,1.2449,1186.24,19.39,114.05
2014-11-18,28.8675,48.74,34.71,16.2465,189.64,2051.8,13.86,205.55,1.2536,1197.25,20.3,115.05
2014-11-19,28.6675,48.22,34.35,16.327,189.19,2048.72,13.96,205.22,1.2553,1182.83,19.1899,113.68
2014-11-20,29.0775,48.7,35.95,16.527,189.75,2052.75,13.58,205.58,1.2538,1193.44,19.71,114.86
